config= {'b_value': 5.0, 'c_value': 1.0, 'd_value': 0.0, 'n_agents': 2, 'algorithm': 'reinforce', 'wandb_mode': 'offline', 'num_game_iterations': 10, 'n_epochs': 2000, 'obs_size': 4, 'action_size': 2, 'random_baseline': False, 'embedding_dim': 1, 'binary_reputation': 1, 'other_reputation_threshold': 0.4, 'cooperation_threshold': 0.4, 'optuna_': 0, 'device': 'cpu', 'reputation_in_reward': 0, 'lr_actor': 0.01, 'n_hidden_act': 2, 'hidden_size_act': 16, 'batch_size': 1, 'decayRate': 0.999}
DD= tensor(1.)
Dc= tensor(6.)
Cd= tensor(0.)
CC= tensor(5.)
mv= tensor(6.)
mat= tensor([[1., 6.],
        [0., 5.]])
norm mat= tensor([[0.1667, 1.0000],
        [0.0000, 0.8333]])
is_dummy= [0, 0]
Agent 0
Agent 1
==========>Epoch= 0
 action, distrib= tensor(1) tensor([0.4129, 0.5871], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.4310, 0.5690], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.4258, 0.5742], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.4310, 0.5690], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.4258, 0.5742], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.4310, 0.5690], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.4258, 0.5742], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.4310, 0.5690], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.4258, 0.5742], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.4310, 0.5690], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.4258, 0.5742], grad_fn=<SoftmaxBackward0>)
==========>Epoch= 7
 action, distrib= tensor(0) tensor([0.4258, 0.5742], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.4310, 0.5690], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.4258, 0.5742], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.4310, 0.5690], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5541, 0.4459], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.4948, 0.5052], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5198, 0.4802], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.4498, 0.5502], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.4902, 0.5098], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.4614, 0.5386], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.4442, 0.5558], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.4208, 0.5792], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5107, 0.4893], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.4684, 0.5316], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5356, 0.4644], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.4544, 0.5456], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.4976, 0.5024], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.4732, 0.5268], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.4475, 0.5525], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.4116, 0.5884], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.4061, 0.5939], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.4143, 0.5857], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.4061, 0.5939], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.4143, 0.5857], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.4061, 0.5939], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.4143, 0.5857], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.4061, 0.5939], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.4143, 0.5857], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.4061, 0.5939], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.4143, 0.5857], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.4061, 0.5939], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.4143, 0.5857], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.4061, 0.5939], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.4143, 0.5857], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.4061, 0.5939], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.4143, 0.5857], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.4061, 0.5939], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.4143, 0.5857], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.4061, 0.5939], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.4143, 0.5857], grad_fn=<SoftmaxBackward0>)
==========>Epoch= 8
 action, distrib= tensor(1) tensor([0.4061, 0.5939], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.4143, 0.5857], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.4225, 0.5775], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.4196, 0.5804], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5109, 0.4891], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.4851, 0.5149], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.4499, 0.5501], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.4630, 0.5370], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5362, 0.4638], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.4623, 0.5377], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.4898, 0.5102], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.4412, 0.5588], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5338, 0.4662], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.4923, 0.5077], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.4660, 0.5340], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.4339, 0.5661], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5362, 0.4638], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.4623, 0.5377], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.4499, 0.5501], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.4630, 0.5370], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.4222, 0.5778], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.4419, 0.5581], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.4222, 0.5778], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.4419, 0.5581], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.4222, 0.5778], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.4419, 0.5581], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.4222, 0.5778], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.4419, 0.5581], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.4222, 0.5778], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.4419, 0.5581], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.4222, 0.5778], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.4419, 0.5581], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.4222, 0.5778], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.4419, 0.5581], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.4222, 0.5778], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.4419, 0.5581], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.4222, 0.5778], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.4419, 0.5581], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.4222, 0.5778], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.4419, 0.5581], grad_fn=<SoftmaxBackward0>)
==========>Epoch= 9
 action, distrib= tensor(1) tensor([0.4419, 0.5581], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.4222, 0.5778], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.4917, 0.5083], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.4732, 0.5268], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.4593, 0.5407], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.4776, 0.5224], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.4564, 0.5436], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.4817, 0.5183], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.4917, 0.5083], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.4732, 0.5268], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5080, 0.4920], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5197, 0.4803], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5277, 0.4723], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.6144, 0.3856], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5140, 0.4860], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5459, 0.4541], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.4917, 0.5083], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.4732, 0.5268], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5135, 0.4865], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5563, 0.4437], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5253, 0.4747], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5233, 0.4767], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5253, 0.4747], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5233, 0.4767], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5253, 0.4747], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5233, 0.4767], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5253, 0.4747], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5233, 0.4767], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5253, 0.4747], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5233, 0.4767], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5253, 0.4747], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5233, 0.4767], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5253, 0.4747], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5233, 0.4767], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5253, 0.4747], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5233, 0.4767], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5253, 0.4747], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5233, 0.4767], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5253, 0.4747], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5233, 0.4767], grad_fn=<SoftmaxBackward0>)
==========>Epoch= 10
 action, distrib= tensor(0) tensor([0.5253, 0.4747], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5233, 0.4767], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5218, 0.4782], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5028, 0.4972], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5382, 0.4618], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5885, 0.4115], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.4764, 0.5236], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.4930, 0.5070], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.4949, 0.5051], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5838, 0.4162], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5339, 0.4661], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5624, 0.4376], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.4681, 0.5319], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.4422, 0.5578], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.4843, 0.5157], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5293, 0.4707], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.4794, 0.5206], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5032, 0.4968], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.4764, 0.5236], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.4930, 0.5070], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.4959, 0.5041], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.4725, 0.5275], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.4959, 0.5041], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.4725, 0.5275], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.4959, 0.5041], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.4725, 0.5275], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.4959, 0.5041], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.4725, 0.5275], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.4959, 0.5041], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.4725, 0.5275], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.4959, 0.5041], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.4725, 0.5275], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.4959, 0.5041], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.4725, 0.5275], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.4959, 0.5041], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.4725, 0.5275], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.4959, 0.5041], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.4725, 0.5275], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.4959, 0.5041], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.4725, 0.5275], grad_fn=<SoftmaxBackward0>)
Epoch : 10 	 Measure: nan
==========>Epoch= 11
 action, distrib= tensor(0) tensor([0.4725, 0.5275], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.4959, 0.5041], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5427, 0.4573], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5531, 0.4469], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5177, 0.4823], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.4954, 0.5046], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5979, 0.4021], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5620, 0.4380], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5792, 0.4208], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5523, 0.4477], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.6018, 0.3982], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5136, 0.4864], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5623, 0.4377], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5570, 0.4430], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.6222, 0.3778], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5667, 0.4333], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.4897, 0.5103], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5003, 0.4997], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5177, 0.4823], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.4954, 0.5046], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5071, 0.4929], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5250, 0.4750], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5071, 0.4929], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5250, 0.4750], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5071, 0.4929], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5250, 0.4750], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5071, 0.4929], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5250, 0.4750], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5071, 0.4929], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5250, 0.4750], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5071, 0.4929], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5250, 0.4750], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5071, 0.4929], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5250, 0.4750], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5071, 0.4929], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5250, 0.4750], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5071, 0.4929], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5250, 0.4750], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5071, 0.4929], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5250, 0.4750], grad_fn=<SoftmaxBackward0>)
==========>Epoch= 12
 action, distrib= tensor(1) tensor([0.5250, 0.4750], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5071, 0.4929], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5250, 0.4750], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5071, 0.4929], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5319, 0.4681], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5197, 0.4803], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5997, 0.4003], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.6491, 0.3509], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5399, 0.4601], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5772, 0.4228], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5250, 0.4750], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5674, 0.4326], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5860, 0.4140], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.6698, 0.3302], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5923, 0.4077], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5981, 0.4019], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5154, 0.4846], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5494, 0.4506], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5935, 0.4065], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.6895, 0.3105], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5481, 0.4519], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5117, 0.4883], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5481, 0.4519], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5117, 0.4883], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5481, 0.4519], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5117, 0.4883], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5481, 0.4519], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5117, 0.4883], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5481, 0.4519], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5117, 0.4883], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5481, 0.4519], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5117, 0.4883], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5481, 0.4519], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5117, 0.4883], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5481, 0.4519], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5117, 0.4883], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5481, 0.4519], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5117, 0.4883], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5481, 0.4519], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5117, 0.4883], grad_fn=<SoftmaxBackward0>)
==========>Epoch= 13
 action, distrib= tensor(1) tensor([0.5117, 0.4883], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5481, 0.4519], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5217, 0.4783], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5569, 0.4431], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5659, 0.4341], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5545, 0.4455], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5701, 0.4299], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5426, 0.4574], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.6557, 0.3443], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.6262, 0.3738], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5810, 0.4190], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5644, 0.4356], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5549, 0.4451], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5305, 0.4695], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.6240, 0.3760], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5973, 0.4027], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.6240, 0.3760], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5973, 0.4027], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.6961, 0.3039], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.6149, 0.3851], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5053, 0.4947], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5742, 0.4258], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5053, 0.4947], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5742, 0.4258], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5053, 0.4947], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5742, 0.4258], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(1) tensor([0.5053, 0.4947], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5742, 0.4258], grad_fn=<SoftmaxBackward0>)
 action, distrib= tensor(0) tensor([0.5053, 0.4947], grad_fn=<SoftmaxBackward0>)
